Lat,Long,Species,Lifestage,Sex,Site,Year, Ag  , As  , Ba   , Be  , Bi  , Cd  , Co   , Cu  , Fe   , Ga  , Hg , Li  , Mn   , Mo  , Ni  , Pb  , Rb  , Sb  , Se  , Sn  , Sr  , Tl  , U  , V   , Zn  
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0,0,1.95,0,0.01,0,0.05,4.74,130.04,0.06,,0.07,2.63,0.33,2.51,0.01,9.23,0,3.26,0.01,8.87,0.01,0,0.14,76.91
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0,0.07,2.83,0,0.01,0,0,5.36,115.5,0.08,,0.19,2.42,0.23,0.97,0.02,6.65,0,3.65,0,10.99,0.01,0,0.16,76.12
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0.01,0.04,6.17,0,0,0,0,3.77,143.27,0.19,,0.19,2.82,0.24,0.13,0,5.38,0,3.59,0,4.09,0.02,0,0.17,59.32
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0,0.05,3.11,0,0,0,0,4.15,75.08,0.09,,0.12,2.17,0.24,1.28,0.02,8.2,0,3.74,0.01,7.1,0.01,0,0.14,70.98
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0,0,4.82,0,0,0,0.05,4.09,129.1,0.15,,0.19,1.85,0.21,0.74,0.04,7.53,0,2.9,0.01,5.72,0.02,0,0.14,76
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0,0,3.3,0,0,0,0.04,5.01,93.3,0.1,,0.1,2.84,0.29,1.57,0.04,7.8,0,3.76,0.01,9.1,0.01,0,0.15,77.89
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0,0,2.4,0,0.01,0,0,3.74,104.38,0.07,,0.14,3.1,0.17,0.18,0.02,5.28,0,3.37,0,3.82,0.01,0,0.11,56.92
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0,0.05,2.13,0,0,0,0.05,3.79,93.9,0.06,,0.17,1.63,0.17,0.67,0.02,5.92,0,3.37,0.01,5.34,0.01,0,0.12,64.7
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0,0,2.25,0,0,0,0,4.55,67.56,0.07,,0.1,2.26,0.18,0.58,0.08,8.68,0,2.88,0.01,7.77,0.01,0,0.11,71.93
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0,0.04,1.85,0,0,0,0,4.32,85.11,0.06,,0.08,2.12,0.25,0.7,0,6.59,0,3.39,0,7.57,0.01,0,0.14,65.78
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0,0,3.28,0,0,0,0.06,4.75,148.22,0.1,,0.05,1.76,0.21,0.66,0.03,5.54,0,3.78,0,7.03,0.01,0,0.15,83.54
49.27,-102.23,Gull ,Egg,Unknown,A1,2014,0,0,2.11,0,0.01,0,0,3.89,98.33,0.07,,0.16,1.83,0.14,0.4,0.02,6.21,0,3.3,0,5.1,0.01,0,0.13,60.2
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0,1.87,0,0,0,0,2.98,147.29,0.07,0.530073853,0.02,2.61,0.17,0.15,0,3.48,0,1.8,0,3.65,0,0,0.05,57.75
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0,1.47,0,0,0,0,2.96,99.74,0.05,0.23626886,0.01,2.19,0.15,0.14,0,5.66,0,1.33,0,2.82,0,0,0.11,56.14
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0.01,0,1.54,0,0,0,0,3.65,145.52,0.05,0.282416687,0.02,2.29,0.14,0.21,0,5.17,0.08,1.99,0.72,3.78,0,0,0.1,59.56
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0,2.67,0,0,0,0,2.77,113.33,0.09,0.571315613,0.05,4.13,0.17,0.21,0,4.71,0,2.74,0,5.15,0,0,0.07,58.69
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0,0.8,0,0,0,0,2.94,114.14,0.03,0.385048767,0.03,2.65,0.17,0.15,0.09,5.17,0,1.86,0,3.21,0,0,0.07,50.62
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0.01,0,1.83,0,0,0,0,3.14,103.96,0.06,0.199742645,0.02,2.21,0.17,0.14,0.01,6.57,0,1.8,0,3.58,0,0,0.07,62.57
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0,1.83,0,0,0,0,3.61,120.67,0.06,0.339225952,0.02,3.54,0.19,0.15,0.04,4.19,0,1.48,0,3.64,0,0,0.06,65.37
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0.04,1.45,0,0,0,0,2.95,116.66,0.05,0.925549744,0.02,1.34,0.15,0.1,0,4.35,0,1.46,0,2.47,0,0,0.07,50.61
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0,1.13,0,0,0,0,2.94,145.19,0.04,0.555757385,0.02,2.55,0.2,0.18,0.01,4,0,1.6,0,3.69,0,0,0.06,62.46
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0,1.03,0,0,0,0,4.29,140.72,0.04,0.147942612,0.04,1.81,0.15,0.15,0.03,5.66,0,1.38,0.06,4.94,0,0,0.06,52.75
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0,0.69,0,0,0,0,2.86,142.22,0.03,0.981954651,0.02,3.86,0.23,0.16,0,4.11,0,2.33,0,3.65,0,0,0.06,52.44
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0.02,0.46,0,0,0,0,2.66,97.44,0.02,0.698751465,0.02,2.58,0.15,0.16,0,9.1,0,2.2,0,2.36,0,0,0.06,45.74
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0,1.58,0,0,0,0,2.76,107.59,0.05,0.513180176,0.04,2.16,0.16,0.15,0.01,5.28,0,1.52,0,3.84,0,0,0.06,65.76
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0,0,1.08,0,0,0,0,2.74,127.3,0.04,0.309688629,0.02,2.09,0.16,0.16,0,4.55,0,1.86,0,3.54,0,0,0.06,52.58
57.4,-109.15,Gull ,Egg,Unknown,A57,2014,0.01,0,1.92,0,0,,0,2.43,116.06,0.06,0.106100513,0.02,2.47,0.17,0.2,0.08,4.53,0.01,1.39,0,4.17,0,0,0.06,51.68
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,1.97,0,0,0,0,3.6,112.26,0.07,0.484944611,0.04,2.06,0.16,0.4,0.01,6.77,0,2.4,0,6.22,0.01,0,0.06,67.62
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,1.85,0,0.02,0,0,3.25,114.34,0.06,0.772180481,0.04,2.89,0.19,0.29,0.01,3.85,0,2.1,0,5.92,0.01,0,0.05,61.19
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0.03,1.06,0,0,0,0,3.32,138.51,0.04,0.903356934,0.02,4.01,0.15,0.55,0,5.7,0,3.21,0,6.25,0.02,0,0.06,54.15
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,1.48,0,0,0,0,3.47,98.71,0.05,0.446316498,0.04,3.08,0.14,0.21,0.01,6.85,0,2.11,0,6.3,0.01,0,0.05,58.33
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0.04,0.96,0,0,0,0,3.29,113.96,0.03,0.720896484,0.04,2.72,0.16,0.29,0,3.47,0,2.65,0,5.78,0.01,0,0.06,55.7
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,1.4,0,0,0,0,3.2,131.02,0.05,0.590053467,0.07,2.25,0.15,0.24,0,5.47,0,2.49,0,6.69,0.01,0,0.06,63.45
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,1.08,0,0,0,0,3.87,113.62,0.04,0.933187073,0.04,2.1,0.14,0.26,0.01,5.23,0,3.32,0,5.66,0.01,0,0.06,51.69
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,1.17,0,0,0,0,3.14,113.37,0.04,0.678869263,0.04,2.26,0.12,0.28,0,5.57,0,1.76,0,6.23,0.01,0,0.08,62.27
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,1.39,0,0,0,0,3.68,116.76,0.05,0.603119934,0.05,2.43,0.17,0.3,0.03,4.46,0,2.8,0,6.34,0.01,0,0.07,64.01
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,1.24,0,0,0,0,3.54,97.22,0.04,0.573174255,0.07,2.31,0.15,0.19,0.01,6.79,0,2.63,0,4.66,0.01,0,0.07,61.14
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0.03,0.62,0,0,0,0,4.66,170.99,0.02,,0.03,1.96,0.1,0.11,0,6.39,0,2.51,0,2.8,0.01,0,0.06,70.72
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0,0,0.53,0,0,0,0,4.15,166.36,0.02,,0.04,1.57,0.13,0.11,0,11.01,0,2.6,0,4.04,0.01,0,0.06,59.89
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0,0,0.73,0,0,0,0,4.04,152.38,0.03,,0.02,2.96,0.12,0.12,0,5.4,0,2.5,0,3.22,0.01,0,0.05,69.3
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0.03,0.16,0,0,0,0,4.35,153.22,0.01,,0.04,2.31,0.13,0.13,0,8.68,0,2.14,0,2.25,0.01,0,0.05,52.31
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0,0,0.98,0,0,0,0,3.83,199.63,0.04,,0.03,1.37,0.1,0.12,0,5.57,0,1.84,0,3.92,0.01,0,0.05,64.86
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0,0,0.39,0,0,0,0,4.22,149.45,0.02,,0.01,1.98,0.1,0.13,0,5.09,0,2.35,0,2.29,0,0,0.05,52.21
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0.11,0.21,0,0,0,0,4.06,159.76,0.01,,0.03,2.36,0.13,0.17,0.04,6.68,0,2.18,0,1.6,0.01,0,0.05,71.61
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0,0.52,0,0,0,0,3.84,153.98,0.02,,0.01,2.33,0.1,0.11,0,5.3,0,2.03,0,2.61,0.01,0,0.06,50.16
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0,0,0.45,0,0,0,0,4.68,135.6,0.02,,0.02,3.02,0.11,0.18,0.02,3.21,0,1.97,0,2.08,0.01,0,0.06,54.69
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0,1,0,0,0,0,3.89,189.57,0.04,,0.02,2.62,0.12,0.11,0,17.18,0,1.63,0,2.75,0.01,0,0.05,65.74
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0.11,1.37,0,0,0,0,3.3,110.89,0.05,,0.01,1.47,0.1,0.13,0,7.97,0,3.37,0,4.16,0.02,0,0.06,62.58
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0.05,1.23,0,0,0.01,0,3.27,135.28,0.04,,0.02,3.6,0.11,0.12,0,7.01,0,3.61,0,3.29,0.02,0,0.06,63.2
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0.04,0.75,0,0,0,0,2.98,112.17,0.03,,0.02,2.38,0.14,0.13,0,7.25,0,3.94,0,3.11,0.01,0,0.06,60.6
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0,0.84,0,0,0,0,3.46,102.61,0.03,,0.02,1.92,0.11,0.13,0.01,8.88,0,3.23,0,2.98,0.02,0,0.07,62.24
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0.05,0.64,0,0,0,0,3.29,118.98,0.03,,0.02,3.7,0.13,0.14,0,9.27,0,3.39,0,3.11,0.03,0,0.07,60.38
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0.04,1.82,0,0,0.01,0,3.8,130.64,0.06,,0.03,1.73,0.08,0.11,0,7.69,0,3.64,0,3.84,0.01,0,0.06,73.21
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.02,0.05,0.76,0,0,0,0,3.62,124.69,0.03,,0.02,1.64,0.08,0.12,0,11,0.01,3.06,0,3.26,0.03,0,0.06,52.02
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0.04,0.95,0,0,0,0,3.56,150.69,0.03,,0.03,1.83,0.14,0.28,0,7.47,0.04,3.83,0,3.43,0.01,0,0.05,48.24
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0.05,0.68,0,0,0,0,3.24,131.24,0.03,,0.04,2.67,0.13,0.12,0,7.64,0,3.69,0,2.86,0.02,0,0.06,54.15
58.98,-110.4,Tern ,Egg,Unknown,A70,2014,0.01,0.11,0.6,0,0,0,0,3.2,113.97,0.02,,0.02,2.62,0.13,0.14,0,8.38,0,4.4,0,2.5,0.02,0,0.07,51.78
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0.01,0.05,0.7,0,0,0,0,3.41,112.99,0.03,1.144852417,0.02,1.69,0.12,0.15,0,10.07,0,3.08,0,4.16,0.01,0,0.06,51.34
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,0.73,0,0,0,0,3.38,118.57,0.03,0.847963074,0.02,2.11,0.12,0.26,0,8.41,0,2.84,0,5.34,0.01,0,0.06,57.83
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,0.81,0,0,0,0,4.26,167.8,0.03,1.02300769,0.04,2.79,0.19,0.52,0,13.09,0,3.17,0,9.49,0.02,0,0.07,60
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,0.89,0,0,0,0.06,3.58,166.41,0.03,1.728624268,0.05,1.72,0.09,0.12,0.01,12.33,0,2.59,0,5.52,0.01,0,0.06,45.79
58.98,-110.4,Gull ,Egg,Unknown,A70,2014,0,0,1.11,0,0,0,0,3.43,124.57,0.04,1.274802002,0.05,3.9,0.17,0.33,0.01,9.19,0,2.75,0,5.54,0.01,0,0.07,56.11
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.23,0,0,0,0,4.26,121.58,0.04,0.401798523,0,2.21,0.17,0.48,0.04,6.62,0,2.96,0,3.38,0,0,0.13,61.79
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.47,0,0,0,0,4.52,99.75,0.05,0.40671991,0.02,2.05,0.27,0.54,0,6.53,0,2.61,0,7.02,0.01,0,0.11,59.36
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,5.35,0,0,0,0,3.63,100.97,0.15,0.287049622,0.01,1.32,0.15,0.09,0,7.75,0,2.39,0,4.32,0,0,0.14,68.27
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0.06,5,0,0,0,0,3.75,107.01,0.13,0.205330917,0.05,1.91,0.15,0.06,0,5.37,0,2.63,0,4.71,0.01,0,0.13,70.14
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0.05,3.8,0,0,0,0,4.16,103.74,0.11,0.334277222,0.03,2.91,0.2,0.27,0.05,6.64,0,2.59,0.01,5.2,0,0,0.14,71.86
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.32,0,0,0,0,4.09,130.97,0.04,0.230618134,0.01,1.75,0.18,0.14,0.02,6.7,0,2.96,0,4.5,0,0,0.1,59.76
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,0.86,0,0,0,0,4.31,116.04,0.03,0.088833061,0,2.54,0.22,0.44,0.02,8.5,0,2.97,0,4.21,0,0,0.12,66.24
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,3.55,0,0,0,0,4.35,93.57,0.11,0.407780411,0.01,1.86,0.18,0.13,0,7,0,2.45,0,4.92,0,0,0.12,56.82
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0.03,3.82,0,0,0,0,3.5,90.56,0.1,0.283748322,0.03,2.02,0.2,0.18,0,7.97,0,2.76,0,5.29,0,0,0.14,68.34
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,2.65,0,0,0,0,4.13,151.51,0.07,0.372566772,0.02,2.6,0.14,0.33,0,6.23,0,2.61,0,5.84,0,0,0.13,69.9
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,0.93,0,0,0,0.06,4.35,114.16,0.03,0.459368561,0.02,2.06,0.18,0.09,0.02,6.34,0,2.78,0,3.83,0,0,0.13,63.12
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.41,0,0,0,0,4.3,112.75,0.04,0.269000854,0.04,1.86,0.28,0.73,0,8.96,0,2.82,0,7.56,0.01,0,0.15,70.26
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,2.19,0,0,0,0,4.36,127.42,0.07,0.624787354,0.02,1.89,0.34,0.42,0.02,7.17,0,2.98,0,6.41,0,0,0.15,76.95
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.45,0,0.01,0,0,4.07,124.09,0.04,0.273659515,0.01,2.05,0.15,0.1,0,7.12,0,2.78,0,4.14,0.01,0,0.12,65.31
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,2.08,0,0,0,0,4.62,124.35,0.06,0.5249823,0.03,2.54,0.34,1.56,0.01,6.1,0,3.41,0,9.5,0.01,0,0.12,78.18
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.37,0,0.01,0,0,3.84,160.84,0.04,0.507912048,0.03,3.46,0.21,0.72,0,6.75,0,2.61,0,6.53,0.01,0,0.12,63.41
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,0.93,0,0,0,0,3.23,168.17,0.03,0.541483673,0.01,2.15,0.24,0.25,0,6.63,0,2.48,0,3.22,0.01,0,0.11,59.78
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.72,0,0,0,0,4.09,146.42,0.06,1.044185059,0.01,3.07,0.14,0.11,0.02,7.59,0,2.74,0,5.02,0,0,0.14,68.37
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.94,0,0.01,0,0,4.3,135.84,0.06,0.550043823,0.05,3.05,0.17,0.26,0.01,6.06,0,2.31,0,4.74,0,0,0.11,71.34
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.38,0,0.01,0,0,4.05,159.86,0.05,0.198818832,0.01,1.67,0.24,0.55,0,5.91,0,1.77,0.01,5.24,0,0,0.11,74.76
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.66,0,0,0,0,3.49,154.17,0.05,0.332584717,0.04,1.72,0.14,0.05,0.01,6.15,0,2.32,0,3.36,0,0,0.13,60.76
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.91,0,0.01,0,0,4.21,207.91,0.06,0.451568268,0.02,2.71,0.22,0.14,0.01,4.83,0,2.5,0,4.51,0.01,0,0.13,77.92
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.97,0,0,0,0,3.76,142.71,0.06,0.344663666,0.02,2.22,0.16,0.13,0,5.7,0,2.91,0,4.99,0,0,0.15,62.02
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1,0,0.01,0,0,4.04,109.73,0.03,1.165514648,0.02,1.97,0.18,0.51,0,7.54,0,2.85,0.01,4.85,0.01,0,0.11,56.67
57.27,-112.38,Gull ,Egg,Unknown,A55,2014,0,0,1.15,0,0.01,0,0,3.8,164.12,0.04,0.726606934,0.01,2.48,0.19,0.08,0,7.11,0,3.31,0.02,3.86,0,0,0.1,58.86
58.6,-111.47,Gull ,Egg,Unknown,A66,2014,0,0,1.62,0,0,0,0,2.49,144.67,0.06,0.347958771,0.01,2.53,0.2,0.33,0.04,4.37,0,1.84,0,3.68,0,0,0.09,46.78
58.6,-111.47,Gull ,Egg,Unknown,A66,2014,0,0.03,1.89,0,0,0,0,2.85,97.11,0.07,0.53773291,0.04,2.05,0.17,0.62,0,4.62,0,2.28,0,6.55,0,0,0.07,64.63
58.6,-111.47,Gull ,Egg,Unknown,A66,2014,0,0.03,1.16,0,0,0,0,2.69,98.81,0.04,1.418594727,0.01,1.72,0.18,0.95,0,6.79,0,3.34,0,6.23,0.01,0,0.09,50.6
58.6,-111.47,Gull ,Egg,Unknown,A66,2014,0,0,2.23,0,0,0,0,3.57,117.45,0.07,1.308202026,0.03,5.02,0.17,0.25,0,2.68,0,1.92,0,5.57,0,0,0.07,57.93
58.6,-111.47,Gull ,Egg,Unknown,A66,2014,0,0,1.52,0,0,0,0,2.69,118.93,0.06,1.172416504,0.02,2.43,0.26,0.19,0,3.04,0,1.72,0,3.78,0,0,0.12,65.93
59.69,-118.54,Gull ,Egg,Unknown,A75,2014,0,0.08,0.66,0,0,0,0,2.97,101.4,0.02,0.596212524,0.09,2.44,0.14,0.31,0,6.05,0,2.93,0,1.55,0.01,0,0.07,54.08
59.69,-118.54,Gull ,Egg,Unknown,A75,2014,0,0.13,0.81,0,0,0,0,3.86,104.38,0.03,0.442776245,0.03,1.57,0.13,0.47,0,5.84,0,2.91,0,2.66,0.01,0,0.1,49.55
59.69,-118.54,Gull ,Egg,Unknown,A75,2014,0,0.23,0.93,0,0,0,0,3.54,120.46,0.03,0.321620728,0.05,1.95,0.51,0.65,0,5.91,0,3.23,0,2.26,0.01,0,0.15,52.51
59.69,-118.54,Gull ,Egg,Unknown,A75,2014,0,0.13,0.71,0,0,0,0,3.2,113.52,0.03,0.374213837,0.09,2.05,0.15,0.42,0,5.74,0,3.12,0,1.87,0.01,0,0.08,55.21
59.69,-118.54,Gull ,Egg,Unknown,A75,2014,0,0.11,0.28,0,0,0,0,3.63,86.99,0.01,0.586335754,0.04,2.76,0.16,0.43,0,7.89,0,3.01,0,1.45,0.01,0,0.07,52.8
59.69,-118.54,Gull ,Egg,Unknown,A75,2014,0,0.32,0.82,0,0,0,0,3.48,112.89,0.03,0.382000122,0.03,3.19,0.16,0.5,0,5.82,0,3.41,0,2.16,0.01,0,0.14,62.56
59.69,-118.54,Gull ,Egg,Unknown,A75,2014,0,0.06,1.2,0,0,0,0,3.76,124.57,0.04,0.542554993,0.02,2.81,0.11,0.12,0,5.83,0,2.21,0,2.09,0.01,0,0.12,55.99
59.69,-118.54,Gull ,Egg,Unknown,A75,2014,0,0.07,0.69,0,0,0,0,3.71,101.62,0.02,2.705539551,0.04,3.3,0.12,0.52,0,8.14,0,3.51,0,2.78,0.02,0,0.11,60.23
59.69,-118.54,Gull ,Egg,Unknown,A75,2014,0,0.1,0.95,0,0,0,0,3.29,98.51,0.03,0.419906738,0.04,1.58,0.07,0.1,0.01,6.05,0,2.29,0,1.87,0,0,0.1,57.36
59.69,-118.54,Gull ,Egg,Unknown,A75,2014,0,0.14,0.76,0,0,0,0,3.76,110.2,0.03,1.819332092,0.03,2.96,0.16,0.67,0,8.12,0,4.1,0,3.42,0.02,0,0.12,59.49
59.13,-115.13,Gull ,Egg,Unknown,A72,2014,0,0,1.6,0,0,0,0,3.46,130.9,0.06,0.670582214,0.03,2.97,0.18,0.78,0.01,7.73,0,2.54,0.01,2.89,0.01,0,0.09,57.31
59.13,-115.13,Gull ,Egg,Unknown,A72,2014,0,0,1.25,0,0,0,0,3.55,145.28,0.04,0.606879089,0.03,2.99,0.12,0.55,0,6.88,0,1.84,0,2.65,0.01,0,0.08,57.47
59.13,-115.13,Gull ,Egg,Unknown,A72,2014,0,0,1.18,0,0,0,0,3.83,129.14,0.04,1.196247803,0.01,2.2,0.11,0.16,0,6.59,0,2,0,1.71,0.01,0,0.06,55.7
59.13,-115.13,Gull ,Egg,Unknown,A72,2014,0,0,1,0,0,0,0,3.29,139.81,0.04,0.915288696,0.07,3.14,0.13,0.4,0,4.41,0,2.06,0,2.15,0,0,0.07,51.72
59.13,-115.13,Gull ,Egg,Unknown,A72,2014,0,0.02,1.08,0,0,0,0,0,117.84,0.04,1.231574951,0.01,3.58,0.17,0.68,0.47,6.66,0.03,2.14,0.04,2.72,0,0,0.09,66.49
59.48,-108.98,Gull ,Egg,Unknown,A74,2014,0,0.11,0.96,0,0,0,0,2.97,96.57,0.03,0.81828949,0.01,3.76,0.14,0.16,0.02,7.81,0,4.12,0,4.56,0.01,0,0.14,44.46
59.48,-108.98,Gull ,Egg,Unknown,A74,2014,0.01,0.09,1.08,0,0,0,0,3.2,140.68,0.04,0.446214325,0,1.97,0.13,0.13,0,7.12,0,3.18,0,6.98,0.01,0,0.1,56.89
59.48,-108.98,Gull ,Egg,Unknown,A74,2014,0,0.12,1.39,0,0,0,0,3.31,109.39,0.05,1.286776001,0.05,2.43,0.13,0.6,0,12.91,0,2.53,0,10.32,0.01,0,0.09,61.65
59.48,-108.98,Gull ,Egg,Unknown,A74,2014,0,0.19,0.93,0,0,0,0,3.35,128.39,0.03,0.44567511,0.01,1.47,0.11,0.11,0,8.56,0,3.17,0,5.49,0.01,0,0.12,50.04
59.48,-108.98,Gull ,Egg,Unknown,A74,2014,0,0.05,1.54,0,0,0,0,2.49,103.46,0.06,0.59984021,0.02,2.92,0.16,0.11,0.08,6.88,0,3.29,0,5.59,0.02,0,0.08,45.74
59.48,-108.98,Gull ,Egg,Unknown,A74,2014,0,0.07,1.11,0,0,0,0,3.86,119.86,0.04,1.101750854,0,1.65,0.1,0.24,0.04,13.06,0,4.49,0,6.34,0.01,0,0.07,54.99
59.48,-108.98,Gull ,Egg,Unknown,A74,2014,0,0.22,2.04,0,0,0,0,3.43,107.51,0.07,1.218817139,0,3.3,0.15,0.6,0,12.59,0,27.15,0,8.39,0.02,0.01,0.09,79.05
59.48,-108.98,Gull ,Egg,Unknown,A74,2014,0,0.21,1.01,0,0,0,0,3.36,205.83,0.04,1.454028931,0.01,2.34,0.16,0.72,0,11.86,0,17.78,0,8.54,0.02,0,0.1,60.83
59.48,-108.98,Gull ,Egg,Unknown,A74,2014,0,0.04,1.08,0,0,0,0,3.13,148.34,0.04,0.537197693,0.02,2.91,0.16,0.53,0,10.4,0,2.08,0,7.28,0.02,0,0.08,62.47
59.48,-108.98,Gull ,Egg,Unknown,A74,2014,0,0,1.05,0,0,0,0,3.09,105.86,0.04,1.094902832,0.03,1.91,0.12,0.32,0,7.87,0,2.24,0,6.74,0.01,0,0.08,54.22
55.72881739,-110.9082927,River Otter,Unknown,Unknown,A20,2014,0.009,0.035,0,0,0.006,0.021,0,10.9,1440,0.003,2.67,0,11.8,1.92,0,0,14.8,0,2.04,0,0.04,0.001,0,0.045,90.2
55.72881739,-110.9082927,River Otter,Unknown,Unknown,A20,2014,0.025,0.116,0,0,0.004,0.022,0,16.1,1212,0.004,4.75,0,10.3,1.91,0.033,0,15.6,0,2.27,0,0.083,0.003,0,0.043,74.7
55.72881739,-110.9082927,River Otter,Unknown,Unknown,A20,2014,0.024,0.071,0.062,0,0,0.016,0,21,1316,0.006,5,0.013,8.98,2.07,0,0.021,13.6,0,3.59,0,0.088,0.001,0,0.039,80.2
55.64014738,-112.1066504,River Otter,Unknown,Unknown,A19,2014,0.025,0.145,0.048,0,0,0.079,0.047,15.4,1473,0.005,2.72,0,15.1,2.49,0.054,0,27.2,0,2.78,0,0.072,0.004,0,0.052,88.8
55.64014738,-112.1066504,River Otter,Unknown,Unknown,A19,2014,0.017,0.163,0,0,0,0.1,0.053,11.6,1405,0.006,5.83,0.01,11.4,2.11,0,0,19.6,0,3.32,0,0.079,0.001,0,0.061,72.1
55.64014738,-112.1066504,River Otter,Unknown,Unknown,A19,2014,0.026,0.098,0.035,0,0,0.059,0.053,13.3,1135,0.005,2.1,0.018,8.63,2.69,0.037,0.011,29.2,0,2.46,0,0.104,0.016,0,0.046,64.6
59.10013289,-116.1422516,River Otter,Unknown,Unknown,A71,2014,0.256,0.11,0.035,0,0.002,0.043,0.048,20.5,2424,0.005,3.72,0.01,6.62,1.96,0.044,0.024,36.2,0,2.32,0,0.092,0.002,0,0.059,71.8
